,ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,1.4698736e-08,2.0544204e-09,5.8283147e-09,8.9534595e-12,6.1286185e-09,7.2247874e-10,3.3928985e-11,1.2863685e-10,3.0909077e-11,2.773625e-09,3.7425835e-10,7.0537914e-10,4.6148297e-11,1.0025951e-10,3.2126628e-11,6.6644015e-09,7.0789274e-10,5.337509e-09,1.6091504e-09,2.3472188e-10,5.592147e-09,8.7018337e-10,1.902211e-09,2.3696352e-09,5.1268906e-08,4.261712e-09,1.0315019e-12,1.7066408e-09,1.4088329e-14,3.712933e-07,7.2210713e-09,8.392609e-10,6.716591e-10,1.9278907e-11,2.2068138e-13,2.636043e-12,2.0310064e-11,2.8095652e-09,1.548358e-09,3.5788747e-07,3.3189264e-11,3.905794e-13,8.376581e-11,9.8584724e-11,9.281371e-11,8.101361e-12,2.354084e-13,6.631924e-10,1.1997066e-10,2.0983824e-10,1.4310906e-05,0.3915649,0.025094293,1.9197745e-05,3.1757066e-11,1.1730148e-08,1.585573e-08,0.24113172,4.2298802e-06,0.002028357,0.12447248,0.00026285852,0.07986244,2.2516567e-06,0.0003549824,0.092430964,0.032151967,0.009145735,1.485601e-06,6.1630685e-06,3.2523267e-06,0.0002483997,0.0011668999,2.3034656e-07,2.985122e-07,2.731939e-11,8.2092255e-10,8.3657276e-10,9.021563e-09,6.7960104e-10,7.532965e-10,1.7263333e-09,8.7744464e-11,1.6550617e-08,3.0600182e-05,4.810321e-07,4.0422666e-08,6.5864727e-12,3.589534e-10,4.20568e-09,1.4454522e-08,1.1578852e-07,3.2299587e-07,5.0876205e-09,7.062475e-10,3.9212913e-09,1.0324655e-10,6.69195e-10,9.683317e-10,7.2154127e-09
1,1,3.7675898e-13,1.1640573e-12,1.8037056e-11,7.546037e-14,5.0241235e-12,1.5356287e-17,6.115847e-16,2.8041436e-12,3.291392e-14,5.8268876e-11,5.086847e-12,3.6504334e-13,2.9800407e-12,1.356622e-11,6.1712544e-14,2.6292597e-12,8.772971e-12,1.6741552e-13,5.912918e-14,1.8113523e-11,9.554628e-12,1.9093295e-12,1.923901e-12,1.9653073e-12,1.2337068e-11,1.39364085e-08,9.7931945e-08,2.9930169e-12,2.8736487e-09,3.3026936e-06,4.1307593e-09,1.8409345e-10,2.3589886e-09,2.9092903e-10,2.9373877e-13,4.2586856e-15,1.445973e-09,3.1260942e-07,2.4488616e-08,4.310915e-08,2.9645824e-07,5.861099e-10,2.4146239e-11,0.99999356,3.253936e-09,1.9307306e-07,7.427499e-15,8.250587e-07,3.13096e-11,1.3504309e-06,2.0250662e-14,8.9965063e-14,3.9447282e-12,4.2840412e-14,1.3816432e-12,6.280348e-17,4.3274605e-14,2.1588608e-14,5.253962e-15,2.3452377e-13,7.1993674e-14,2.2722632e-13,1.6614508e-12,6.3448877e-16,7.595172e-15,1.3057335e-11,3.7873743e-13,5.116009e-12,3.95033e-12,4.1832575e-12,3.2504723e-14,2.6146134e-11,4.5393763e-12,1.2929931e-14,1.443115e-14,1.3848889e-15,6.7455205e-13,4.219144e-14,2.2699468e-12,3.8821195e-12,1.4916936e-13,5.3824967e-15,6.9899147e-12,4.8136777e-16,2.5975229e-12,2.203209e-14,1.7096989e-11,5.05066e-16,1.720716e-16,1.7150977e-11,1.5636208e-14,7.420204e-12,2.4600077e-12,3.1823894e-11,6.272861e-11,1.6031797e-13,1.981529e-13,2.1859436e-13,8.4283394e-13,3.359566e-12
2,2,7.476862e-16,3.0450992e-13,1.6245897e-12,1.7253785e-14,1.5740883e-14,1.9468117e-14,1.5895537e-14,4.4129584e-13,6.520309e-14,3.0861144e-11,1.4970012e-13,1.2314878e-11,2.7323446e-09,2.0547525e-11,1.0443849e-11,1.5253547e-12,1.5678873e-12,4.3447947e-11,2.5293801e-15,1.2810154e-12,1.2768594e-11,1.7035054e-14,3.4585095e-13,1.741337e-14,1.7267663e-12,3.817419e-11,6.021681e-10,1.4741004e-11,1.9501761e-13,6.480601e-09,1.0847169e-08,1.31311914e-11,5.9601116e-11,1.6677002e-11,1.696007e-10,1.7025619e-12,3.6395854e-15,7.0251155e-10,0.9999881,4.6599644e-09,2.98656e-10,8.929247e-12,1.2167743e-10,7.140997e-11,2.7880198e-10,3.5192134e-11,2.2516696e-07,4.322049e-07,1.1243955e-05,3.3328558e-09,4.751094e-13,8.1866105e-16,2.594095e-10,6.6240698e-12,5.5591145e-14,6.755628e-17,2.3519027e-14,3.1162436e-12,3.8022197e-17,5.8901847e-13,3.0360564e-14,4.878585e-12,7.205201e-12,2.1784512e-14,5.2476697e-13,2.3390567e-12,1.8391843e-13,1.2128781e-12,6.326478e-14,4.3486395e-12,8.736474e-15,2.075623e-13,1.048546e-12,3.42767e-13,3.5087273e-13,5.703997e-14,4.0371938e-14,2.0861837e-14,1.1425625e-15,1.3245872e-11,5.788925e-15,2.2600141e-13,2.8319177e-15,2.4925403e-16,5.5536814e-13,3.424803e-12,4.2838893e-13,5.55246e-14,1.0859247e-14,1.3212684e-12,3.4069752e-13,9.834253e-14,8.9220704e-14,1.5979126e-11,1.1377778e-12,1.6660803e-13,4.7106758e-14,3.769687e-14,1.3658986e-12,6.468054e-13
3,3,2.004914e-09,7.912874e-10,6.624825e-09,1.5148337e-11,9.6165395e-11,2.111959e-10,3.8456583e-14,1.6980137e-10,3.5674384e-12,7.815915e-10,1.04623754e-10,1.1059649e-09,2.187742e-09,1.4875028e-10,2.9050696e-11,1.0734663e-09,2.068458e-09,5.566638e-10,4.794131e-10,2.2335428e-10,2.3481974e-09,1.986894e-11,1.0811101e-09,1.5601864e-10,1.5438948e-08,1.2750512e-11,9.031948e-13,4.4328574e-10,3.3977036e-12,4.8282796e-09,1.2905211e-08,1.782183e-10,1.7594011e-11,4.4885227e-11,1.1522968e-12,1.5723908e-13,8.921633e-13,8.808351e-12,1.3864686e-09,2.4473887e-10,2.755901e-10,6.0928654e-12,1.11896855e-11,2.3797386e-11,6.702494e-13,3.9525374e-13,2.389965e-14,1.3132468e-11,3.43843e-12,5.9004374e-10,8.997166e-05,6.120556e-05,4.9493055e-06,5.262889e-06,4.4977955e-11,2.9924514e-09,5.320745e-07,0.00067205296,1.1702559e-07,0.00033619077,0.15461104,8.073261e-08,0.7991097,2.9514458e-09,3.222404e-05,2.6515549e-05,0.043414596,0.00016759509,7.506624e-09,2.5283136e-08,9.1467726e-08,0.00041764308,0.0010456339,5.043513e-07,5.8294904e-07,2.4745792e-11,9.798974e-11,2.7200353e-10,1.9712083e-09,4.746464e-10,6.399601e-10,2.9045477e-08,3.5232563e-11,3.4225664e-10,3.001695e-09,8.735551e-09,2.0251953e-09,1.5254225e-11,7.774488e-11,2.2485043e-09,1.0988244e-09,3.2802475e-06,1.2801858e-07,1.5051065e-09,1.1812719e-10,3.7402947e-10,1.6384906e-12,1.7815993e-09,3.1164427e-10,1.0838457e-09
4,4,6.266572e-14,2.4055721e-11,1.8000929e-11,1.7641635e-13,2.3409493e-11,2.7459514e-14,1.2641871e-15,9.072511e-11,8.1704267e-13,6.7164794e-09,3.908136e-12,2.0591053e-12,9.289045e-10,2.7837305e-10,6.924738e-10,7.47285e-09,1.9313773e-10,4.0177826e-09,2.3845797e-12,8.232011e-13,1.1798381e-12,1.2179334e-12,5.805897e-11,6.7112277e-13,8.737405e-11,2.5907653e-05,9.630112e-07,7.73089e-08,4.972841e-06,4.5843362e-07,4.449972e-06,5.3793e-09,2.046709e-08,5.279996e-09,1.3565984e-11,3.8743003e-08,4.182515e-08,2.1919109e-06,3.296203e-07,1.9679693e-09,1.4320975e-06,5.1377114e-10,0.999959,7.499741e-08,8.1805623e-13,4.2027548e-08,2.091719e-12,3.08207e-08,2.091358e-10,4.8770204e-08,9.486117e-11,3.3255844e-12,5.951924e-09,2.1613367e-10,5.2643814e-12,2.624678e-13,7.901916e-15,1.4224633e-10,2.7747517e-13,9.0716014e-13,2.9777703e-10,3.948303e-12,3.8990994e-11,5.4722864e-15,4.411791e-11,1.2137685e-12,1.6012677e-11,1.9964193e-12,2.0811174e-12,1.720826e-10,6.2771376e-13,5.145827e-12,1.0569365e-12,5.5366844e-12,6.9575643e-12,2.7649608e-14,2.4498162e-10,1.6378503e-11,5.6810712e-11,3.404626e-11,2.327124e-13,1.4893762e-13,6.047947e-13,3.9928084e-13,3.0688303e-12,6.0318226e-12,2.289117e-11,6.0683465e-15,4.42721e-14,1.011619e-11,3.111446e-10,2.2217171e-10,4.0046726e-11,9.234943e-12,3.1206255e-12,8.4253127e-10,7.7518813e-13,7.011835e-13,2.7181796e-12,2.181862e-12
5,5,3.5849826e-08,8.743702e-09,2.430113e-06,2.393875e-10,4.5129607e-08,1.1634894e-08,5.2032673e-13,1.262804e-08,5.699933e-09,5.2086597e-09,9.716363e-10,3.5735592e-09,1.0465959e-08,9.980899e-09,1.1662528e-09,3.4141423e-10,4.1229814e-10,1.4168324e-07,1.5745118e-10,6.483317e-10,3.7787906e-08,8.9165597e-10,4.4920235e-08,6.5531e-10,1.6580072e-08,4.9952983e-11,1.3363881e-10,4.380519e-10,7.6585405e-11,5.2234764e-08,1.2901955e-09,1.1328535e-08,1.5946898e-07,1.047498e-09,1.3464457e-10,2.4324276e-13,1.1772047e-11,3.858316e-11,4.859551e-10,7.7079825e-08,2.877741e-09,1.6418647e-10,1.6976823e-11,2.255384e-10,6.742987e-13,1.44153274e-11,6.9696766e-13,1.2622716e-12,4.149374e-12,4.0457424e-10,2.2476936e-09,3.6559737e-09,2.8470865e-08,2.8764897e-09,4.4718254e-07,5.382134e-13,4.5317385e-08,9.8435295e-09,4.760108e-10,3.9648302e-09,1.9470896e-07,4.0588977e-10,2.9712558e-08,5.0344724e-09,2.0077516e-07,1.8674695e-10,3.9841783e-08,5.4107417e-08,3.3560048e-09,3.559568e-08,4.749738e-08,1.0276241e-08,1.015453e-07,3.5152603e-08,2.7727971e-08,1.4777411e-06,3.954391e-06,8.476474e-05,0.003423881,0.0027262985,0.002420368,0.0067622247,4.560207e-07,0.0013710677,0.0014858053,0.0010233843,5.483519e-06,2.4317276e-07,0.0028755849,0.96909773,7.360858e-05,8.11816e-07,1.1493835e-05,0.0069377474,0.000107304426,1.00928176e-07,1.0570526e-07,0.0013752215,0.000114179005,9.218798e-05
6,6,1.5457104e-05,5.5864437e-08,3.1179425e-07,0.9948885,1.6791734e-07,1.4490905e-05,0.0033209706,3.2491798e-07,6.0318513e-07,0.00014104739,0.0002813389,2.401063e-05,2.8182598e-08,1.48831805e-05,5.669054e-07,2.173837e-05,0.0008003997,6.0098443e-10,4.574319e-09,0.00020404109,5.242388e-07,2.4139858e-06,1.305007e-07,0.00025877327,9.355469e-06,1.1104492e-09,7.3778e-13,2.360107e-13,1.8263443e-11,1.8103166e-09,2.0167841e-11,2.4630164e-11,1.3242732e-10,1.4424865e-10,9.009146e-12,2.7525372e-13,1.3248277e-12,1.1708732e-11,3.4139894e-10,9.8834316e-11,4.2752406e-09,5.74943e-14,5.453809e-15,2.3992663e-10,1.1758549e-11,5.3494376e-14,4.5409304e-16,7.60757e-13,2.1905695e-14,3.3405932e-08,2.0002526e-16,4.604064e-12,2.9411358e-13,6.3066596e-12,3.8886063e-13,4.099935e-15,4.818079e-14,3.19215e-11,3.7492758e-14,1.9598693e-13,9.01029e-10,4.5207803e-11,3.3301164e-11,8.360207e-13,9.517924e-10,1.9409037e-14,4.671288e-09,3.054469e-12,6.41831e-10,6.6948122e-12,2.0886999e-12,1.2390447e-11,8.6885076e-11,2.6223887e-10,9.040126e-09,5.067829e-10,7.747345e-15,3.4229722e-15,6.4404996e-12,2.4352664e-09,2.0665582e-10,5.4573913e-14,3.951186e-12,7.013942e-10,4.9141686e-13,5.2077155e-11,1.5256107e-10,2.7027014e-11,1.8192095e-12,1.5613061e-11,6.5226996e-15,9.71919e-10,1.3567174e-10,1.0778891e-12,2.2824376e-10,2.065299e-12,9.977371e-12,3.7561457e-11,1.949611e-11,7.2904275e-13
7,7,1.0410867e-09,1.87307e-07,2.5035826e-07,4.586819e-09,5.6648055e-06,1.0069578e-10,3.5326123e-10,9.286582e-08,2.9063786e-11,1.3924588e-05,1.3636715e-07,8.681881e-08,1.02840346e-07,7.348523e-07,6.7403775e-08,2.3843264e-05,5.1025932e-08,4.419219e-05,2.4429914e-10,3.4345117e-08,2.680081e-08,9.7755084e-08,5.2987374e-08,1.6335228e-07,2.411622e-07,0.10606025,0.0003748892,0.00021755125,0.0054720887,0.000120143326,2.7491731e-05,1.919586e-06,0.054834332,3.7297545e-05,4.4144235e-06,0.031995077,0.01322916,0.2263251,0.00035357443,8.9387095e-06,0.00037340878,3.9532973e-05,0.0014637654,0.0034162304,1.784821e-07,0.0064674104,1.7693324e-11,0.00010328811,1.0065988e-06,0.54897463,1.0926932e-08,3.2746877e-10,1.4860761e-07,1.827991e-08,3.4970687e-06,1.4748396e-12,1.4601894e-12,3.7266627e-08,2.6064303e-10,1.7815863e-09,4.069337e-08,8.250064e-09,1.984772e-09,6.5275224e-12,2.9523868e-09,1.6730478e-10,2.061736e-08,1.4887933e-08,2.4230289e-09,9.529054e-08,1.1090092e-09,4.282516e-10,5.8649047e-10,9.3732755e-09,1.6649787e-09,9.10101e-11,4.5128994e-09,9.807827e-10,3.7904266e-07,2.302243e-06,2.488805e-10,5.5808325e-10,6.326029e-08,5.026863e-10,6.537027e-07,3.4470336e-08,1.4228563e-08,1.636117e-09,2.9297655e-11,1.5198906e-07,5.568859e-10,3.68832e-07,1.2685354e-08,6.2207526e-08,2.3469888e-09,2.2961352e-07,5.1374116e-10,3.5339114e-11,1.384363e-07,2.0899263e-08
8,8,7.645624e-09,2.6314612e-07,1.5718012e-07,1.3717614e-11,3.9378108e-07,9.621083e-10,8.808566e-14,8.035797e-08,7.6684055e-09,1.623791e-07,3.0825206e-06,1.6640999e-09,3.7908093e-10,5.372139e-07,5.0166454e-10,1.261238e-08,4.7252716e-08,4.931496e-07,3.592233e-12,1.0223658e-06,1.9134359e-05,1.4911375e-09,1.5303305e-06,4.5685895e-09,3.0252336e-09,6.379396e-11,6.147911e-08,3.3144656e-10,1.3712384e-11,2.3264402e-08,9.065294e-10,6.315781e-09,3.487067e-09,8.162002e-11,9.807965e-13,4.3120567e-14,6.3659957e-09,5.40599e-08,1.6095696e-09,4.851044e-10,1.0990766e-09,2.9054984e-11,4.4511474e-12,2.6328728e-10,4.6145996e-14,2.9353139e-12,2.0205512e-13,1.201544e-11,3.077343e-13,1.5601103e-06,0.041590568,5.423537e-06,4.2144012e-07,4.772064e-07,2.1658373e-06,6.553879e-10,2.0237374e-07,0.9366579,0.00037477782,5.5140645e-06,0.011129157,3.979394e-09,0.00014145444,3.2441736e-08,3.5385285e-06,0.0012377398,2.5571094e-07,0.008052118,4.6833957e-08,1.7943194e-07,1.0251999e-05,4.1743293e-05,0.00024893382,3.9748847e-05,0.00023052275,2.4408928e-09,3.1051257e-09,2.0488542e-09,4.5004936e-07,4.1559238e-06,6.0354114e-07,4.444033e-07,1.9064578e-07,2.8438064e-11,2.5509133e-05,5.857775e-06,1.0534391e-06,4.5803895e-11,2.0886258e-10,0.000118846176,1.3235036e-05,1.2736414e-05,1.0518053e-05,1.2742069e-06,3.3611994e-07,2.28381e-09,9.697737e-08,2.9453447e-06,1.4510025e-09,1.1410555e-07
9,9,7.3026665e-09,5.951161e-10,1.6188638e-08,1.540897e-11,4.273417e-09,4.6288296e-11,1.1576109e-10,1.5836524e-10,7.5601697e-10,2.3358138e-09,2.237086e-09,5.158965e-09,9.380454e-10,1.937022e-10,3.03338e-11,5.180809e-08,2.6820146e-10,3.7102027e-10,1.248398e-09,7.074127e-09,1.1260216e-09,6.839457e-10,7.258092e-09,5.2677623e-10,6.271673e-08,1.6343708e-11,5.0544884e-11,3.378953e-09,5.273434e-13,9.969256e-08,2.7706339e-08,8.493143e-10,9.757525e-12,2.9181307e-11,2.2872797e-11,3.8636815e-12,8.206041e-12,2.091462e-10,4.4271036e-09,1.8486516e-09,5.9370174e-12,7.7177474e-12,2.3500825e-13,4.25101e-10,1.744656e-12,2.1789232e-11,3.5910153e-13,3.7484525e-12,5.88744e-10,1.9563891e-10,1.0932382e-05,2.7394484e-05,8.34387e-05,1.0533792e-05,2.6768123e-06,7.1452865e-07,6.870841e-07,1.5513027e-05,0.00012342336,0.0076331873,4.7901245e-05,8.600115e-09,4.7465284e-05,1.5510954e-09,6.229042e-06,0.7909136,0.19597554,2.4061438e-07,2.024635e-05,3.0366266e-08,2.1755076e-09,0.004459572,0.00061793835,1.2322623e-08,2.2250752e-07,2.1532791e-11,1.3291886e-06,3.7164016e-09,8.477566e-08,1.8465143e-11,4.839496e-10,6.0013033e-10,3.43546e-08,5.555926e-09,3.4957872e-09,3.715172e-07,3.2719978e-08,5.15229e-12,1.0088006e-10,1.3172665e-09,3.3686007e-08,2.0674142e-07,4.4027026e-08,7.041957e-08,7.6068174e-10,1.8159304e-09,7.647562e-11,2.7686345e-10,2.1354205e-09,6.178793e-10
